id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
584,0.469001,udp,pop3,RST,8,9,19.0,818.0,33.325,128,128,433.94,1079.279,1,2,11.083,34.613,0.285,4.833,255,2227318996,962496096,0,0.021342,0.014279,0.045163,40.9,101.1,0,5.0,1,2,1,1,0,3,0,0,0,1,3,0,Normal,0
585,0.422504,tcp,-,INT,35,9,641.0,79.0,11.741,128,31,213.325,91.007,1,0,0.598,33.507,5.609,5.946,255,659363029,1268594993,255,0.069707,0.039167,0.007397,116.2,49.2,0,193.0,4,4,0,1,1,3,0,0,1,3,4,0,Reconnaissance,1
586,0.776661,icmp,-,RST,28,8,827.0,67.0,37.526,62,62,1038.005,1526.744,1,1,7.658,3.574,3.231,1.287,0,1938465871,493527764,255,0.099097,0.037232,0.048186,85.5,55.8,2,127.0,7,1,2,3,1,4,0,0,2,1,2,0,Generic,1
587,0.526303,ospf,-,FIN,12,6,456.0,630.0,60.018,62,62,1064.773,1011.821,1,0,36.138,4.331,6.974,3.213,0,2424194567,1492006731,255,0.070597,0.000378,0.015331,9.2,57.4,0,382.0,4,3,7,1,2,6,0,0,0,3,2,0,Normal,0
588,0.148957,tcp,dhcp,ECO,7,6,119.0,94.0,50.485,31,128,1152.3,1967.226,1,0,16.444,17.079,1.685,4.732,255,3064647115,3635544848,255,0.147141,0.000644,0.04347,89.9,35.1,0,79.0,4,1,0,1,4,8,1,1,1,2,3,0,Normal,0
589,0.31254,tcp,dhcp,INT,13,10,110.0,139.0,58.214,254,128,1597.219,659.619,0,1,1.168,1.001,4.317,3.444,0,3089665369,2970839128,255,0.027364,0.003415,0.015719,36.4,36.5,0,266.0,4,0,0,2,0,3,0,0,0,2,2,0,Normal,0
590,0.185593,tcp,ssh,FIN,10,4,758.0,159.0,32.795,31,62,269.902,1235.486,0,1,2.959,4.219,3.471,1.18,255,388370396,1714978489,0,0.115035,0.005171,0.005544,149.1,50.7,0,175.0,2,3,2,2,3,1,0,0,0,1,4,0,Normal,0
591,0.291688,tcp,-,ECO,38,13,1143.0,356.0,79.769,62,31,993.552,1046.197,2,0,1.601,9.28,3.626,11.645,255,19516978,1820840960,0,0.045325,0.000635,0.012669,168.8,84.0,0,231.0,3,0,4,5,0,0,1,0,0,2,6,0,Reconnaissance,1
592,0.547147,tcp,smtp,RST,11,11,718.0,915.0,90.063,31,31,3748.343,568.519,2,0,6.496,21.863,12.17,10.85,255,1204626778,4227252110,255,0.014945,0.027217,0.026342,94.4,79.5,1,8.0,4,2,4,2,2,2,0,0,0,1,5,0,Normal,0
593,0.328787,tcp,dhcp,RST,10,7,720.0,121.0,31.718,62,254,3173.381,2194.281,3,0,7.166,6.106,1.663,6.679,0,2462830961,2010624496,255,0.112134,0.012566,0.024862,148.8,21.4,1,122.0,4,2,4,1,3,3,0,1,1,1,2,0,Normal,0
594,0.460031,tcp,-,FIN,24,8,451.0,1127.0,109.707,254,31,351.691,1137.528,1,1,7.783,2.293,7.822,3.757,255,1211949319,1351598900,255,0.146077,0.034894,0.008466,176.7,109.4,0,66.0,3,2,4,5,2,1,0,0,2,4,6,0,Generic,1
595,0.092091,udp,pop3,RST,12,6,908.0,408.0,120.971,254,254,4608.064,663.539,1,0,18.076,1.075,5.899,1.614,255,2501074504,2337497495,255,0.018116,0.0156,0.002756,72.0,3.5,1,33.0,6,1,2,3,3,2,0,0,0,4,4,0,Normal,0
596,0.343761,tcp,-,RST,12,6,519.0,292.0,15.531,254,254,1664.021,262.832,2,1,3.111,9.614,4.029,0.982,255,1475764553,482545113,255,0.031351,0.019839,0.014756,66.5,45.9,0,535.0,4,0,0,0,2,4,0,0,0,2,2,0,Normal,0
597,0.57582,tcp,pop3,ECO,25,6,2915.0,295.0,29.709,128,31,718.705,1203.892,2,1,2.817,9.346,10.062,3.243,0,4141641251,1814329447,0,0.040828,0.035112,0.018899,11.6,31.0,0,459.0,2,1,3,3,1,0,0,1,0,1,6,0,Exploits,1
598,0.511229,tcp,smtp,INT,31,5,1198.0,504.0,86.58,62,254,885.533,852.338,3,1,4.758,1.749,3.503,0.52,0,3657512068,1108865967,255,0.09884,0.003387,0.010784,112.9,107.1,0,103.0,2,3,4,1,2,3,0,0,0,0,4,0,Generic,1
599,0.256945,udp,dhcp,ECO,35,4,5262.0,696.0,23.869,254,128,521.143,1699.949,2,1,4.515,33.563,9.33,8.598,255,1294305962,3164643359,255,0.020868,0.035408,0.010214,1.0,63.4,0,49.0,2,1,2,0,6,1,0,1,0,3,2,0,Backdoor,1
600,0.116096,udp,dns,RST,38,6,1102.0,115.0,5.981,31,254,2518.088,84.865,1,2,11.363,3.051,1.493,1.136,0,2829859695,655937221,0,0.009599,0.022495,0.02344,134.4,46.6,0,7.0,2,0,4,1,2,1,0,0,0,2,3,0,Generic,1
601,1.457845,tcp,pop3,CON,10,9,629.0,133.0,21.924,128,128,302.052,272.233,2,2,26.709,8.5,4.73,8.53,255,598230425,729013712,255,0.038851,0.02347,0.004817,149.9,13.7,1,0.0,3,1,2,4,1,1,0,0,1,2,3,0,Normal,0
602,0.464263,udp,pop3,CON,32,10,1826.0,217.0,95.722,62,128,4710.233,1305.761,2,1,0.488,4.304,4.169,2.969,0,4162526665,1404409816,255,0.015884,0.002219,0.037585,143.7,257.4,0,26.0,4,5,1,1,2,4,0,0,1,1,9,0,Exploits,1
603,0.339662,tcp,ftp,ECO,33,4,1463.0,785.0,104.4,62,128,94.566,306.887,2,0,0.554,1.751,3.659,3.499,0,2886070964,2295221110,255,0.008563,0.02479,0.001285,70.3,38.5,3,26.0,5,4,0,0,0,4,0,0,0,2,4,0,Reconnaissance,1
604,0.085236,udp,ssh,REQ,32,6,2519.0,399.0,6.03,31,62,561.99,18.143,0,1,4.399,12.76,1.576,0.69,255,1136283372,3304918302,255,0.015309,0.007789,0.031761,98.9,9.3,1,32.0,2,3,1,2,3,0,0,0,1,2,3,0,Exploits,1
605,0.662492,tcp,dns,FIN,29,12,2793.0,154.0,44.15,31,62,639.099,792.871,3,3,0.761,17.649,1.024,2.659,0,3056661946,3202426755,0,0.013682,0.006714,0.028121,35.2,133.2,0,339.0,4,1,3,3,2,2,0,0,1,1,3,0,Analysis,1
606,0.43068,tcp,dns,FIN,30,14,7914.0,198.0,7.475,62,62,1893.777,175.207,1,2,1.504,17.965,1.445,18.606,255,4063973768,3517462590,255,0.106789,0.019585,0.005229,112.5,83.6,2,197.0,3,4,2,1,3,4,0,0,0,1,3,0,Exploits,1
607,0.130404,udp,pop3,RST,23,6,1448.0,714.0,41.685,254,128,465.172,221.857,0,2,8.502,8.054,1.043,5.715,0,3210523616,1977137156,0,0.009774,0.005666,0.062314,58.7,86.0,1,824.0,3,4,5,1,5,2,0,0,1,5,2,0,DoS,1
608,0.00623,icmp,http,CON,9,7,3086.0,72.0,43.662,31,62,2663.891,318.014,3,2,13.132,0.134,3.6,0.019,0,1314174125,2926671593,255,0.030628,0.02289,0.017671,62.6,100.8,1,65.0,0,3,2,1,4,4,0,0,1,0,3,0,Normal,0
609,0.366954,udp,-,CON,26,12,3441.0,223.0,10.801,128,31,2098.883,1856.458,0,0,4.878,14.75,1.381,1.756,0,1938943940,1709539151,255,0.001244,0.009108,0.015013,22.8,98.5,1,63.0,3,2,1,3,0,1,0,0,0,1,4,0,Exploits,1
610,0.099128,tcp,dns,REQ,11,4,472.0,36.0,70.462,254,128,356.648,284.968,2,1,15.778,10.435,5.216,9.001,255,1125078683,3388316934,0,0.000468,0.007393,0.011828,372.9,356.4,0,280.0,3,6,1,2,5,2,0,0,0,2,5,0,Normal,0
611,0.254265,udp,pop3,ECO,30,6,2062.0,89.0,25.463,62,254,964.271,2249.961,3,0,2.715,0.674,1.471,6.493,255,1705598075,3351579334,255,0.102502,0.042904,0.001834,13.0,10.3,1,49.0,5,0,4,1,1,3,0,0,0,3,4,0,Generic,1
612,0.578796,tcp,http,INT,27,9,6035.0,100.0,9.112,62,254,347.292,239.389,1,1,12.567,4.95,0.847,4.136,0,1803615486,1921394049,255,0.032691,0.018577,0.002458,129.7,76.4,1,161.0,2,1,0,4,3,3,0,0,0,2,5,0,Generic,1
613,0.56636,udp,ftp,REQ,26,10,640.0,571.0,17.801,62,62,566.036,47.087,0,2,2.688,11.716,22.428,10.086,0,3396011755,596102140,0,0.007699,0.035575,0.020021,9.0,190.3,0,13.0,1,3,2,1,3,0,0,0,0,1,1,0,Analysis,1
614,0.039793,udp,ssh,RST,24,5,558.0,696.0,202.899,62,128,359.579,25.779,1,1,20.784,4.364,10.482,21.66,0,1126549015,871131146,255,0.001622,0.00891,0.017553,34.6,34.0,1,399.0,3,2,0,2,2,3,0,0,0,0,1,0,Backdoor,1
615,0.203672,tcp,dns,REQ,15,8,141.0,976.0,22.433,62,254,1002.5,937.72,0,1,5.363,8.42,4.782,0.172,0,1827964880,2563674265,0,0.024073,0.016145,0.026563,229.6,159.6,0,27.0,1,0,2,3,1,1,1,1,0,3,4,0,Normal,0
616,1.091206,tcp,smtp,RST,32,2,1076.0,1223.0,24.404,31,31,507.324,62.949,0,1,2.682,2.912,6.502,0.122,0,2812502232,1467125905,0,0.013783,0.016594,0.103005,410.3,13.2,1,147.0,3,2,2,0,1,1,0,0,0,1,2,0,Exploits,1
617,0.149078,tcp,smtp,CON,36,4,1936.0,241.0,22.726,128,31,636.913,780.499,0,1,3.844,4.045,15.293,0.515,255,3430983843,246541694,0,0.038021,0.001323,0.008281,257.0,215.7,0,142.0,6,1,3,3,2,2,0,0,0,2,2,0,Exploits,1
618,0.224942,tcp,pop3,REQ,11,10,1475.0,27.0,36.612,128,31,102.172,1648.676,1,3,1.129,39.775,4.71,1.869,0,1624724845,2679079516,0,0.035388,0.00787,0.020706,27.9,33.2,1,60.0,2,2,2,3,2,3,0,0,0,1,5,0,Normal,0
619,0.261376,tcp,dhcp,FIN,4,3,193.0,181.0,1.994,254,62,1559.012,82.925,1,1,17.937,3.713,0.457,1.023,0,1173661843,3414177468,255,0.137995,0.035199,0.026063,128.7,37.4,0,197.0,6,2,1,1,2,0,0,0,1,3,3,0,Normal,0
620,0.001817,tcp,dns,RST,10,14,2348.0,573.0,42.386,62,62,1068.05,169.994,0,1,4.843,0.562,0.027,16.364,0,3178903289,3973865807,0,0.027644,0.00063,0.001444,57.5,65.0,0,106.0,3,2,4,2,5,2,0,0,1,2,2,0,Normal,0
621,0.636971,tcp,dns,RST,27,10,1313.0,254.0,29.586,128,62,313.781,36.737,0,1,1.065,10.112,7.935,11.361,0,3688103776,903201755,255,0.047363,0.020337,0.015129,60.6,214.7,1,280.0,4,1,1,0,4,0,0,0,0,2,3,0,Exploits,1
622,0.032052,tcp,ftp,RST,14,15,190.0,101.0,110.062,31,254,332.202,985.028,0,0,21.206,1.275,1.613,0.311,0,1873086882,850418695,255,0.077164,0.005057,0.01263,212.0,205.2,1,111.0,6,5,2,0,3,1,0,0,0,2,7,0,Normal,0
623,0.154467,tcp,dns,FIN,35,13,2580.0,8.0,18.871,62,128,23.837,432.467,1,1,1.843,25.958,8.862,15.588,0,2719353310,721687183,0,0.129727,0.009835,0.006064,12.9,64.7,1,52.0,4,1,1,1,2,1,0,0,1,1,7,0,Shellcode,1
624,0.118251,udp,pop3,ECO,8,6,386.0,314.0,9.064,128,128,888.112,2368.795,1,1,12.694,26.112,7.816,6.861,255,3643387452,2824793195,255,0.009834,0.002116,0.003235,111.3,38.8,0,35.0,4,1,3,2,1,2,0,1,1,4,3,0,Normal,0
625,0.420152,tcp,smtp,INT,25,7,4160.0,812.0,62.833,62,128,797.0,77.074,0,2,9.374,9.381,0.293,5.648,255,4229323056,1606279320,255,0.023052,0.036277,0.016166,78.3,56.5,0,158.0,5,1,2,3,1,0,0,0,0,1,1,0,Backdoor,1
626,0.212798,tcp,ssh,FIN,16,5,124.0,1708.0,22.701,62,31,822.226,747.315,1,2,14.128,5.476,0.369,4.901,0,2717786295,4050641836,255,0.018418,0.001391,0.010027,120.1,5.7,0,71.0,0,4,4,4,1,0,0,0,1,2,1,0,Normal,0
627,0.599308,udp,dns,REQ,38,6,434.0,501.0,58.779,31,62,329.933,21.632,0,0,22.639,0.994,2.734,3.677,255,2829725046,3125651754,255,0.00257,0.020341,0.060572,230.8,41.1,1,56.0,1,2,3,1,1,1,0,0,0,2,2,0,Fuzzers,1
628,0.73262,ospf,ssh,REQ,9,8,1018.0,215.0,3.444,31,254,326.931,52.021,2,2,0.174,2.298,1.913,0.692,0,377667166,789044431,255,0.163097,0.003979,0.02562,49.4,224.2,0,48.0,2,3,1,5,5,3,0,1,0,1,4,0,Normal,0
629,0.076917,tcp,ssh,INT,30,5,1582.0,747.0,155.45,254,31,96.987,571.249,3,0,8.674,4.864,0.077,1.171,255,846902314,601981517,255,0.2885,0.007827,0.027873,36.2,15.3,0,31.0,1,2,2,0,2,1,0,0,1,3,1,0,Generic,1
630,0.102386,tcp,smtp,RST,32,8,1296.0,238.0,176.236,62,31,413.109,546.23,1,2,5.695,1.977,3.779,6.161,0,154738770,222080106,0,0.030391,0.030901,0.032742,217.4,27.5,0,6.0,2,4,3,3,4,1,0,0,0,6,3,0,Fuzzers,1
631,0.456413,tcp,dhcp,REQ,36,7,3590.0,1007.0,27.475,128,128,3731.727,513.927,0,1,7.665,10.607,9.094,0.802,0,1304556509,754433965,0,0.002248,0.014669,0.017623,354.1,7.2,0,358.0,5,1,3,0,3,1,0,0,0,4,2,0,Reconnaissance,1
632,0.788383,arp,dhcp,CON,35,7,1983.0,362.0,8.283,128,62,438.915,111.895,1,1,17.064,4.506,1.72,1.221,255,1432493324,1825618817,255,0.030339,0.027034,0.015886,277.3,48.8,2,194.0,1,3,1,1,2,2,0,0,0,5,5,0,Fuzzers,1
633,1.52439,udp,http,REQ,9,11,80.0,823.0,35.822,31,31,2212.483,408.836,0,1,18.675,11.583,10.451,0.292,0,563452896,10310816,255,0.06659,0.006103,0.018813,80.6,11.5,1,163.0,3,0,1,4,2,1,0,0,0,2,4,0,Normal,0
634,0.117589,udp,http,CON,12,11,420.0,269.0,36.177,62,62,281.934,1259.932,3,2,5.605,8.901,8.968,1.195,255,453744567,336210672,0,0.01451,0.028882,0.004306,53.9,25.8,1,140.0,1,3,0,1,0,3,0,0,2,3,4,0,Normal,0
635,0.900193,udp,dhcp,FIN,9,9,124.0,922.0,8.221,254,128,15.383,13.475,1,0,11.049,25.405,0.585,12.828,255,1035095843,3325556125,255,0.065911,0.016929,0.003393,26.4,94.4,0,388.0,2,4,1,4,0,1,0,1,0,2,3,0,Normal,0
636,0.072274,tcp,dns,CON,10,6,383.0,358.0,4.841,128,254,395.147,660.474,0,0,10.842,4.15,2.313,5.639,0,3679553059,2427604746,0,0.051189,0.071881,0.013847,53.1,19.9,0,128.0,3,1,2,4,2,1,0,0,0,1,1,0,Normal,0
637,0.255265,tcp,ftp,ECO,30,7,936.0,250.0,4.312,31,31,625.715,923.376,0,1,1.064,3.744,1.148,13.955,255,1794247396,1983511354,255,0.005688,0.014396,0.047114,71.4,64.0,0,3.0,4,2,3,5,2,3,0,0,1,1,0,0,Generic,1
638,0.806278,udp,pop3,REQ,31,12,1111.0,603.0,19.235,254,31,103.505,682.36,0,0,44.095,11.204,2.951,6.083,255,2907606759,2574520888,0,0.015954,0.005421,0.010544,32.7,29.0,1,112.0,2,3,0,1,0,1,0,0,1,4,5,0,Exploits,1
639,0.129897,icmp,smtp,CON,38,11,8928.0,116.0,70.687,128,254,611.646,198.42,3,2,6.909,4.076,2.588,3.817,255,3187512101,4057760277,255,0.184568,0.005985,0.019537,236.7,296.7,0,300.0,3,5,2,1,1,2,1,0,0,4,2,0,Exploits,1
640,0.08521,tcp,http,INT,25,9,4336.0,397.0,1.773,128,31,2583.368,1610.419,1,2,13.01,4.553,2.381,14.62,0,1413229973,3793835420,0,0.017248,0.124053,0.016555,44.6,23.1,0,162.0,2,2,2,6,0,2,0,1,0,5,4,0,DoS,1
641,0.018493,tcp,-,ECO,30,9,1804.0,546.0,78.044,62,128,2225.419,1924.039,1,0,0.407,15.662,1.46,4.513,0,3992591054,3321664139,255,0.039383,0.025668,0.02199,100.4,80.1,1,358.0,3,3,4,6,1,0,0,0,0,4,1,0,Exploits,1
642,0.458918,tcp,pop3,REQ,31,4,481.0,758.0,89.803,128,128,176.549,512.414,3,1,5.6,4.254,3.779,0.619,255,2875167736,799464833,0,0.039936,0.050216,0.020812,293.6,6.6,1,22.0,2,4,2,2,1,3,0,1,1,2,3,0,Fuzzers,1
643,0.413637,arp,pop3,RST,4,6,352.0,252.0,21.413,128,254,566.752,1546.553,0,0,1.249,4.966,5.909,0.87,255,2319011235,2943305061,255,0.034121,0.041891,0.017105,217.0,226.6,0,15.0,0,2,1,2,2,0,0,0,0,3,5,0,Normal,0
644,1.838734,tcp,ftp,REQ,13,12,107.0,501.0,113.638,254,254,530.673,3468.224,2,1,1.179,9.377,0.995,1.027,255,3764622195,3512123742,255,0.028284,0.000353,0.00224,44.6,28.8,0,433.0,1,3,2,1,3,2,0,0,1,1,4,0,Normal,0
645,0.327659,udp,pop3,ECO,25,9,8146.0,234.0,14.563,31,62,2370.94,351.944,1,1,9.823,5.133,3.493,9.736,255,1325294025,3643753923,0,0.065251,0.001331,0.000415,9.7,3.6,0,127.0,2,1,5,4,3,0,0,1,1,0,5,0,Generic,1
646,0.09856,tcp,http,REQ,38,4,204.0,104.0,80.036,31,128,2488.701,192.446,2,1,8.545,6.603,0.483,0.215,0,1511173381,1124201042,255,0.011626,0.011365,0.037039,17.3,303.8,1,109.0,5,2,2,2,6,3,0,0,0,4,4,0,DoS,1
647,0.228168,udp,pop3,INT,5,9,144.0,560.0,28.269,128,62,253.754,142.753,2,2,8.63,34.798,6.608,0.619,255,177593628,1217960331,255,0.120481,0.034692,0.028985,1.9,126.3,0,63.0,2,1,3,1,1,0,0,0,0,2,2,0,Normal,0
648,0.030946,udp,-,CON,10,9,37.0,403.0,2.358,254,62,454.768,13.014,1,0,7.096,10.458,1.008,1.885,0,3236873565,3337526139,0,0.111027,0.005207,0.006091,80.6,7.8,0,160.0,2,4,2,2,1,0,0,0,1,2,2,0,Normal,0
649,0.537957,tcp,ssh,FIN,25,5,528.0,76.0,19.832,254,31,41.993,3059.277,4,3,8.72,9.769,1.537,1.953,255,775274609,3343934099,0,0.035674,0.005701,0.030187,68.7,147.2,1,486.0,0,3,1,1,0,3,0,0,0,2,3,0,Generic,1
650,0.638756,udp,pop3,RST,12,10,832.0,1900.0,11.264,254,254,1000.167,707.047,1,0,7.186,14.13,11.217,21.285,0,994723856,1424281574,0,0.071082,0.002447,0.012552,27.2,38.4,1,12.0,1,0,1,2,0,4,0,1,0,3,1,0,Normal,0
651,0.12243,icmp,smtp,ECO,12,8,385.0,328.0,162.151,128,128,1350.686,1239.173,0,1,11.698,4.852,3.645,2.699,0,304538151,2044974126,255,0.044746,0.011266,0.013868,381.5,398.1,0,59.0,4,0,3,3,2,2,0,0,0,2,2,0,Normal,0
652,0.148537,icmp,pop3,REQ,30,6,2206.0,28.0,27.655,31,128,209.504,462.704,1,2,25.882,1.887,7.674,0.866,0,2322803939,4260298900,255,0.022384,0.001571,0.013285,29.9,66.7,0,81.0,1,1,2,1,2,2,0,0,0,2,2,0,DoS,1
653,0.038612,tcp,ftp,INT,42,11,528.0,59.0,21.227,62,128,428.023,1183.215,0,1,3.31,5.841,2.912,14.961,0,945340491,2042078117,0,0.143937,0.014139,0.045979,42.1,14.2,1,40.0,2,4,4,2,2,1,0,0,1,1,1,0,Generic,1
654,0.039733,udp,ftp,FIN,8,8,84.0,46.0,13.542,31,62,568.082,1251.756,2,0,3.84,4.575,9.59,3.175,255,1599295376,2966065366,0,0.0138,0.047019,0.053438,52.7,60.8,0,80.0,3,2,2,4,1,0,0,0,0,0,2,0,Normal,0
655,0.275788,tcp,ftp,REQ,26,5,1315.0,23.0,89.622,62,128,486.794,1752.697,0,0,12.823,5.181,1.777,1.735,255,2985835564,3191224829,255,0.01495,0.014037,0.003754,24.4,8.4,3,844.0,4,0,1,1,3,3,0,0,0,2,2,0,DoS,1
656,0.372041,tcp,-,CON,5,3,87.0,106.0,49.494,62,254,980.806,374.065,1,4,20.145,2.373,13.408,3.876,255,2231368867,4212355571,255,0.051758,0.030675,0.003221,15.2,81.1,0,105.0,3,2,2,1,0,1,0,0,0,4,2,1,Normal,0
657,0.006344,tcp,ftp,REQ,25,7,1388.0,212.0,134.348,254,62,2280.235,12.683,1,4,44.558,1.022,16.274,7.049,255,1899703466,3495983606,255,0.017888,0.026193,0.004997,36.1,79.5,1,133.0,3,2,5,3,2,0,0,0,1,2,2,0,DoS,1
658,0.539447,udp,http,CON,9,10,665.0,517.0,2.363,128,254,1073.81,1040.266,0,1,0.295,3.078,0.803,1.672,255,360862925,3533929013,255,0.036483,0.027473,0.012391,15.9,150.2,0,355.0,2,2,2,0,0,3,0,0,0,3,7,0,Normal,0
659,0.168397,tcp,pop3,ECO,28,11,2906.0,359.0,61.52,31,31,793.648,981.304,0,1,6.501,7.251,1.891,0.541,0,4066322542,2519587046,255,0.060417,0.017646,0.033028,74.7,23.1,0,242.0,4,2,3,3,2,1,1,0,1,2,6,0,Generic,1
660,0.4099,tcp,http,ECO,9,9,272.0,31.0,120.546,31,128,1319.891,975.001,2,0,0.691,0.331,0.177,2.83,0,3864072354,2979157381,0,0.012516,0.01259,3e-05,68.4,58.0,1,86.0,1,1,1,3,2,2,1,0,1,1,4,0,Normal,0
661,0.384104,tcp,http,CON,13,6,230.0,182.0,44.861,62,128,1356.062,2773.854,2,0,2.916,8.075,4.251,8.025,0,1514275252,2961179323,0,0.111136,0.01893,0.013636,61.2,82.2,1,126.0,4,2,0,4,3,3,0,1,2,2,7,0,Normal,0
662,0.770454,tcp,ssh,CON,31,7,4157.0,1547.0,3.262,31,31,930.493,98.201,0,0,29.934,5.453,3.373,2.739,255,3672138870,3663322816,255,0.008977,0.010264,0.008914,59.5,43.1,0,418.0,3,5,0,3,4,3,0,0,0,0,1,0,DoS,1
663,0.979579,tcp,smtp,ECO,6,10,339.0,290.0,46.597,128,31,1560.583,38.262,3,0,10.668,7.036,5.937,1.396,0,2306667824,860327215,0,0.048334,0.032387,0.008348,52.8,65.6,0,83.0,0,3,1,3,0,1,0,0,0,1,5,0,Normal,0
664,0.9499,tcp,http,FIN,18,7,64.0,335.0,212.44,31,128,314.972,692.359,0,3,7.967,2.591,9.841,9.287,255,2137359190,2369097590,255,0.12385,0.003614,0.016326,62.8,254.7,0,67.0,3,3,2,2,3,3,0,0,0,3,0,0,Normal,0
665,0.199694,udp,ssh,REQ,17,4,60.0,1466.0,50.6,128,31,305.115,1044.87,2,0,7.232,1.58,8.536,8.488,255,3213206203,3172185904,0,0.010388,0.041848,0.022599,129.8,219.5,0,217.0,1,5,2,1,5,2,0,0,2,2,4,0,Normal,0
666,0.474981,tcp,http,FIN,35,3,2328.0,243.0,97.378,62,128,173.44,1073.301,1,2,8.444,7.092,2.884,1.566,255,832482553,1222758546,0,0.119575,0.031413,0.002372,7.9,128.3,0,343.0,1,0,2,3,5,2,0,0,0,4,4,0,Exploits,1
667,0.081162,tcp,pop3,INT,30,10,296.0,304.0,55.07,128,62,2977.195,2141.78,0,2,19.333,42.359,3.746,5.641,255,3636097948,312278679,255,0.016156,0.004403,0.001158,11.3,189.8,2,819.0,4,6,4,1,3,2,0,0,0,1,1,0,Fuzzers,1
668,0.304823,udp,-,FIN,31,9,8294.0,568.0,104.564,254,31,1320.632,551.692,0,0,0.322,31.341,2.669,1.823,255,219077386,2697561144,255,0.027899,0.003522,0.000466,164.3,192.0,0,276.0,1,3,3,1,1,2,0,0,0,3,4,0,Worms,1
669,0.178652,icmp,smtp,FIN,13,7,907.0,476.0,1.772,128,31,1339.296,233.985,1,2,5.244,6.01,8.914,8.379,255,2848055912,1582246886,0,0.023853,0.007717,0.013491,24.6,4.0,0,977.0,8,2,4,4,2,4,0,0,0,1,1,0,Normal,0
670,0.196498,icmp,smtp,INT,11,8,288.0,351.0,60.248,31,254,527.518,55.454,0,0,1.807,1.676,4.878,13.004,255,2687520436,537299326,255,0.011032,0.016609,0.001211,5.5,67.2,0,40.0,4,2,2,1,4,2,0,1,0,1,4,0,Normal,0
671,0.736492,udp,ftp,FIN,10,15,109.0,1563.0,58.329,62,31,648.632,970.329,0,3,24.785,5.253,13.752,0.394,0,2094148803,304223836,0,0.033075,0.004325,0.021956,5.9,40.2,2,94.0,3,2,2,4,2,0,0,0,1,0,1,0,Normal,0
672,1.156191,ospf,ssh,RST,24,6,750.0,234.0,88.057,128,62,1210.275,1320.183,1,1,4.868,10.492,6.737,9.31,255,2234856203,1584473895,255,0.013502,0.046549,0.000844,29.9,24.8,0,169.0,3,1,1,0,2,1,0,2,0,1,3,0,Generic,1
673,0.20242,tcp,dns,REQ,34,9,953.0,238.0,34.039,31,128,400.248,12.968,1,2,9.905,5.108,3.672,0.274,255,4249248083,2501679188,255,0.049512,9.8e-05,0.009389,38.8,41.7,2,177.0,2,3,0,1,4,4,0,0,1,4,4,1,Worms,1
674,0.822522,arp,ssh,INT,27,11,5047.0,403.0,118.554,128,254,2504.293,80.787,0,0,3.645,1.939,5.447,0.087,0,606870385,3735616342,255,0.011479,0.006965,0.00357,98.0,170.8,0,63.0,4,3,4,2,2,3,0,0,0,3,6,0,Exploits,1
675,0.282936,icmp,http,INT,34,6,2590.0,547.0,19.982,31,62,2511.595,368.592,0,1,12.924,6.716,0.141,3.033,255,928979419,4000980373,255,0.071992,0.031356,0.008138,65.4,24.4,1,37.0,1,4,0,0,2,2,0,0,1,3,3,0,Generic,1
676,0.15342,tcp,smtp,ECO,9,9,2.0,821.0,14.374,254,254,3114.481,780.879,1,0,8.886,3.302,3.835,0.47,255,1175723134,2540065085,0,0.03392,0.075048,0.023306,15.3,209.3,0,303.0,4,1,2,0,0,1,0,0,0,6,0,0,Normal,0
677,0.242004,icmp,pop3,ECO,31,7,4823.0,1159.0,2.718,128,254,73.465,384.484,1,3,1.87,1.933,2.132,28.952,0,60239424,289886552,255,0.000508,0.003991,0.017405,49.5,4.8,0,108.0,2,1,2,4,5,1,0,0,0,1,5,0,Reconnaissance,1
678,0.175772,udp,dhcp,FIN,9,10,1020.0,470.0,72.679,31,62,454.362,115.936,3,0,10.754,8.024,8.043,0.427,255,1831648697,3577295527,0,0.20823,0.010117,0.012059,199.7,96.9,1,7.0,5,0,1,1,1,1,1,0,1,2,0,1,Normal,0
679,0.077484,udp,ftp,RST,7,6,319.0,58.0,21.743,128,128,1212.127,189.287,1,1,5.003,4.453,10.615,1.228,0,2219541827,1217249797,255,0.005349,0.003501,0.001547,51.3,17.4,3,48.0,3,0,0,1,0,0,0,0,1,3,3,0,Normal,0
680,0.022558,icmp,dns,INT,9,5,318.0,10.0,39.297,254,62,1914.189,1788.435,0,0,15.292,5.971,8.493,6.9,0,3258147152,3914158574,255,0.058502,0.043354,0.012293,27.6,45.6,1,332.0,3,1,0,3,4,3,0,0,1,5,2,1,Normal,0
681,0.013661,tcp,dns,RST,10,7,47.0,34.0,4.842,31,128,3461.708,1151.732,2,1,4.193,5.048,1.185,4.53,0,2955869905,167762146,0,0.030441,0.000923,0.019534,146.8,29.2,0,121.0,6,0,0,2,1,4,0,0,1,0,3,0,Normal,0
